72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
72,-54,90,-18,54,0,36,18,-36,-72,-90
-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108
-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180
-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72
-144,-144,-144,-144,-144,-144,-144,-144,-144,-144,-144
36,36,36,36,36,36,36,36,36,36,36
-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36
108,108,108,108,108,108,108,108,108,108,108
180,180,180,180,180,180,180,180,180,180,180
72,72,72,72,72,72,72,72,72,72,72
0,0,0,0,0,0,0,0,0,0,0
144,144,144,144,144,144,144,144,144,144,144
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
4352.20814184901,9673.31306309838,4818.80734639035,7490.61888381665,8642.40370186865,8206.72644266312,4938.10292280224,9673.31306309838,5656.41263902284,9953.2368969825,7945.91627935958
18618.9911328309,13162.9009441979,19353.0776276894,16516.0287348541,11861.2587459777,14940.7417622485,6494.26376286748,13162.9009441979,7854.694404081,12684.7027509887,9116.87527199271
-106.425251021717,-1694.03328023731,940.54489423842,-1112.7445676528,1112.7445676528,1628.25885784465,-940.54489423842,-1694.03328023731,106.425251021717,1694.03328023731,-1628.25885784465
26556.5311083278,31766.776864101,22343.7931408418,29440.8173756667,18579.116414481,15978.5455479229,32847.3709702439,31766.776864101,27478.3237336134,13530.1000128049,32791.1377643208
13567.6819620219,21115.6629122675,13768.5363195303,17840.6043068871,17209.2707930753,17575.6021023843,16940.1868383738,21115.6629122675,16453.2046853245,18269.2976135355,20345.4938554159
28995.9585294911,33442.7388857598,26042.8609961719,30672.3387675658,31618.3940749089,24861.6207152968,40673.4626018592,33442.7388857598,38570.2834385792,27500.6291708207,37004.8490285839
22354.3633836348,25980.9004184045,22533.3990308187,23647.8406880119,27529.2718249332,26475.5205081637,30392.9143361328,25980.9004184045,29057.3562681233,28164.2335459818,29777.6565524057
27603.3445576793,29305.460195644,26369.7664242343,27361.6272186382,35657.6100218077,30227.9744514881,39765.0534641565,29305.460195644,38614.6546332821,34337.8762611598,35272.3944457512
22417.4361926114,23596.7838591546,19060.2724162818,23999.906421323,11618.898810741,12468.9156519416,19895.1214541237,23596.7838591546,14995.8857603071,8656.78350269468,22453.3635990245
13020.1548605324,-1013.8593628383,18368.9397985056,5802.50689739542,12407.4373833769,19203.6741832349,-5171.21459514723,-1013.8593628383,2790.90580349086,17610.3467404903,-5967.37904537964
3927.9822156539,-14372.7588903378,12810.8357219899,-6455.22698985673,6455.22698985674,16800.385406817,-12810.8357219899,-14372.7588903378,-3927.98221565389,14372.7588903378,-16800.385406817
644.738689704299,-196.748816860508,-2972.00660690903,2164.13722130334,3405.63602720295,-3382.08157861946,-525.79106276104,-196.748816860508,3467.46270837615,-33.3027100829434,-2572.02413896771
11461.3462626206,9891.64741796042,4814.86928388388,11501.9717750484,-12550.89048143,-1866.00637402201,-7002.65494408589,9891.64741796042,-15311.5592982615,-4757.7147736977,3829.68115071178
-1746.63234053849,-438.522647668732,-1475.61043944261,-1350.50005339844,1350.50005339844,-640.955504633834,1475.61043944262,-438.522647668731,1746.63234053848,438.522647668731,640.955504633835
5190.36993986074,7305.49201560794,-2221.77777834536,6824.00226206842,-3617.07618585648,-7142.04583341055,-102.256131374259,7305.49201560794,-6384.14994521762,-3195.08739407684,3588.25393349673
2618.03691255416,636.169269775556,-4264.46662942955,5006.94755976079,3321.56399920019,-4359.7155716538,-2137.87842742157,636.169269775556,3420.30505835736,281.753872357545,-4515.05000440467
3710.8385857012,5900.25688816114,-4279.3450956006,5070.36874532802,603.349228836196,-8354.77576487886,140.957648501698,5900.25688816115,-2584.04513596282,-1833.48842419652,2105.1469315477
3341.76769122578,2252.64377112084,-5046.46235146525,5392.04835711662,2757.67686505778,-4980.33958507109,-2329.24239642356,2252.64377112083,1815.43161783185,679.981096224787,-3745.48442396882
3241.02635176548,4320.27404381158,-5061.30325947366,4748.84761620598,2340.83304911547,-6896.98918368682,-1305.27669341687,4320.27404381158,-114.451886659768,-52.6933355230734,-748.531810989976
8048.75643798908,8742.49796727387,1081.87409922958,8970.4905070071,-8771.80237797078,-4758.12796406267,-2990.93989144064,8742.49796727387,-11030.3275551798,-3474.41429972347,4279.48286649426
14139.067318776,10088.5784526783,8599.23700140375,14266.2773535931,-14867.6308053912,895.141281434123,-10272.894576943,10088.5784526783,-17370.7363687786,-6803.98383518295,1326.99418245021
16388.6918195934,8800.11736991716,10949.9201799963,15567.5402152532,-15567.5402152532,1328.65120573893,-10949.9201799963,8800.11736991716,-16388.6918195934,-8800.11736991716,-1328.65120573893
57571.953123424,56787.6616742215,56520.705663899,56835.2111266319,54662.3158282449,53940.6835616007,60611.7167272317,56787.6616742215,58650.3567613375,52770.2473094908,58755.2283383355
-35976.972398041,-57590.633159721,-24401.3761383479,-47762.0265873723,-29541.3018424553,-22775.1170476834,-63425.4645276031,-57590.633159721,-47870.1199784452,-22735.4338364853,-65229.780481161
