-71.6220388320095,-72.922930258252,-72.2889679898392,-72.4210915078502,-72.6247486807753,-72.628863020749,-72.4321096489031,-72.8588062481846,-72.5058764308119,-71.4569835254696,-71.7504360252885,-72.4910594182976,-71.341304272183,-71.1739957315956,-72.7705891233411,-72.0755763131787,-71.3597551632849,-71.3519605986492,-71.0344322817563,-71.7069118809987,-72.8215621904181,-71.6675478486469,-70.1840245629625,-72.0023134720051,-72.1824530557081,-71.3833336417253,-71.9359839504691,-73.9055374338151,-71.5469583906865,-73.230267014358,-71.8861829643832,-71.5633117725366,-72.362419024908,-71.95485568007,-71.682032247314,-71.5605878303958,-71.6846520682292,-73.0584181040737,-72.0639799710568,-70.3349807689698,-71.4570185270432
-74.2369259135636,-73.7145191246222,-73.9174089850079,-74.0621532095236,-73.2770124045564,-73.1697359451375,-73.5430269079106,-72.870157828473,-71.8391740269581,-71.5315215589775,-71.3043214084772,-69.3053865677261,-69.5449095634465,-68.6064418635278,-69.5899808261689,-67.6420170400535,-68.0263338339984,-68.3020993953322,-68.7246882513327,-68.2910832618941,-69.5265172641046,-70.1563434517107,-69.2180070559124,-68.493344550044,-70.6382900972703,-69.8904845470157,-69.7915760298049,-71.6112060042856,-71.431303499645,-71.6773001862424,-72.774359568447,-72.9857517904315,-73.8017695821536,-73.14541100995,-75.476640834291,-75.7539801181884,-74.3859019748713,-75.4169531831413,-75.9124957023719,-73.6326073522744,-73.632804541496
-77.1974829176548,-75.9658273456499,-75.8857259267926,-74.6433269854505,-74.8897232963947,-75.1461916700345,-72.9550757758925,-72.0568733207131,-69.8013641492724,-68.9316680690399,-68.7481067093502,-67.8172347930594,-68.3383460017373,-68.073509391401,-66.0224856513102,-65.777661352541,-65.4389943015939,-67.1394843513206,-66.9361855422726,-64.4450358551817,-65.5874374325929,-65.6416309171698,-67.7466081326806,-66.7528674772418,-67.1239486946056,-69.1828545083186,-68.748380934414,-69.8088326557432,-70.2955548888922,-72.6528963308218,-73.6122289198031,-74.8611714733618,-76.4937097758171,-76.375639832969,-76.9964487177213,-77.8847968482639,-78.5350280293393,-79.2892310430506,-79.2288821267098,-77.9806268360569,-76.7272494852208
-81.1228049172895,-80.3081530866597,-78.2971047049731,-77.2787170979618,-74.6142707524527,-73.8280254981979,-73.402328140959,-72.1349504337765,-71.0142508338283,-68.3855786826973,-67.5084250631995,-65.0882570565786,-67.0642230435411,-62.5293327348381,-63.3013986950571,-65.2749701176454,-62.1354218006351,-62.7764353891748,-63.5383226805942,-63.5235810922586,-64.8467743205447,-64.1178948129926,-63.3924463919714,-65.0040880625255,-65.6811732867352,-67.5983249830523,-69.227736945683,-70.0722928799034,-73.4073522529393,-73.7431703224115,-73.6603274793044,-75.9896824497341,-77.6230189367618,-78.9630873708174,-79.6574040795659,-79.8061324534945,-80.5242585186495,-81.0759375334278,-81.7099360752796,-80.9282367053204,-80.2644496277469
-80.9429056375092,-78.0611593203144,-77.5713298002639,-75.7316924893733,-73.3783569553303,-74.0499067251575,-70.3315214209111,-69.4091840768102,-67.2670427100965,-67.0519638954904,-64.4432146025301,-62.8369541559141,-61.9250654303918,-62.1053656508746,-60.9368520630862,-61.3326198445838,-61.0332471512304,-62.0708392280188,-60.5882305407475,-62.0546968610135,-62.0647152881268,-60.3485478059273,-61.4486676517911,-63.6477260569385,-65.3827898292118,-67.1936762445747,-67.7884252151303,-69.1357666631546,-70.8362104292555,-72.912106415479,-74.2789313926459,-77.9946266426498,-79.6980381390831,-81.3624479911546,-82.5242633979168,-83.8004078483333,-84.9332246736129,-84.6580207549197,-84.0901048265662,-81.3436161613892,-82.4941599238815
-81.5847482414162,-79.5902262646111,-76.1453828434204,-75.508123126124,-73.7320648598383,-70.8628491347956,-69.7346167991906,-67.6024409034115,-66.4819156196776,-62.7357148310512,-60.6105231543263,-59.5150921560446,-60.3232402127882,-59.2238358503515,-59.3284867245741,-59.1023100961989,-59.6963638430941,-58.6240209802896,-59.3952981223068,-59.3413161282851,-59.4768498396635,-59.3102970692364,-61.1376937167954,-60.5142136525497,-61.672661434987,-63.2414896868761,-65.2856506164494,-67.6982224292406,-70.0982164055621,-73.4292341027397,-75.3276587374885,-77.1267352258365,-80.2199782571018,-84.0364337699635,-85.5907913937816,-84.9240584279029,-88.7250522107272,-86.4732985209008,-83.0239797502098,-82.7330132552331,-80.6836444926037
-79.9486717685367,-78.1704745074059,-75.3175167510517,-73.6557164613079,-69.835732818646,-69.9890936417568,-68.2364932563111,-64.5223355396267,-63.2337294114687,-61.1046050231679,-58.7036164884103,-57.9630336774069,-55.7677248990652,-55.2651538060806,-57.3750218526626,-55.9416257536941,-57.5808372909263,-57.1673620300929,-58.6901838576095,-57.6585023473513,-57.9435645169644,-59.9329854121476,-58.7274324289193,-60.885034777436,-60.5113336144028,-62.8665071198758,-66.1479165839979,-68.0347912792914,-71.1228154750045,-71.1671233188791,-76.1303032165389,-80.0293122312267,-81.4320359561404,-84.4607095650706,-87.6175335447942,-88.2968812203134,-86.4164692104817,-84.4151135813824,-83.8007613340143,-80.8954653244069,-78.4949953836587
-75.9296358498864,-75.1316732799672,-72.8423299596421,-70.8967693067176,-70.0558060304801,-66.5961921569962,-64.1401652172902,-61.8329184434977,-61.2876882098759,-58.888018182765,-55.9915585790992,-55.5160117249988,-52.1934408148489,-55.067437794955,-54.1812186469606,-55.3783454261992,-57.3365752014596,-57.8969572825048,-61.018246357079,-59.683593513708,-59.2818428927186,-56.6158372040631,-58.6207952337487,-60.501908345232,-58.7822464694752,-62.4141409485165,-64.9752856865003,-68.4249553196558,-70.7631910469605,-73.5935694920634,-77.7337367225789,-79.7868080924017,-81.171102268943,-84.9918164322852,-87.0048636274629,-84.5200692471839,-83.0584452984111,-81.7065091942206,-80.3845711772673,-77.4369855667635,-76.5655912003357
-74.1897422355111,-73.1080234855887,-70.6187978426112,-68.5565914528475,-67.575290863776,-66.1828874825319,-63.7722116338483,-60.2591776777348,-57.6454223272236,-56.2580801374774,-54.2472774533762,-50.4434017961885,-51.612759943388,-50.8395558173104,-51.9888792345573,-55.710172136062,-56.9498322311269,-59.2193478862567,-58.5285922349945,-59.8554852454702,-60.805567674387,-59.6737806610585,-57.8811093294489,-57.8973908928814,-59.7185116528598,-61.1083704691095,-64.1978146423371,-67.7773685238879,-69.5923149606307,-72.7233943560787,-75.7427175883607,-79.6991649074864,-82.8853692817123,-82.8897079493103,-84.0350113571408,-82.5661813911114,-80.8650020384962,-80.7036025665593,-77.3264160599117,-76.8136644446764,-74.5892645311857
-71.1371670337158,-71.0614959822103,-66.8918697931088,-65.7519679122037,-63.6942827373979,-61.1625896853084,-60.041849040807,-58.67744103878,-56.2706084618183,-54.1729208183891,-49.4931023536911,-49.251227313302,-46.9702135090334,-48.0164935952464,-51.1571679017032,-53.8373538999583,-56.4039915616188,-60.4415945288128,-60.9605232571939,-62.8850185937922,-60.7416977520316,-60.9699549707213,-56.6799504855065,-59.8928049283993,-59.8545983551995,-58.5503518516815,-65.1345397976634,-66.6391147134324,-69.5661167854303,-72.0378885213728,-77.0105431395571,-76.5991323143661,-80.8816037229185,-78.9133924190667,-78.7251542293219,-80.4840907723791,-80.5327716736199,-76.5968096601256,-75.7326002354116,-73.6817844852241,-71.7402641929257
